병원ID,병원명,전화번호,주소,위도,경도,삭제 여부,장소 id
868,심신한방신경정신과한의원,053-746-1075,"대구광역시 수성구 동대구로 300, 401동 307호 (범어동, 롯데캐슬상가)",35.8566407,128.6268434,0,
869,사이정신건강의학과의원,053-745-4242,"대구광역시 수성구 달구벌대로 2480, 11층 (범어동)",35.8583539,128.6337849,0,
870,김준홍정신건강의학과의원,053-763-7588,"대구광역시 수성구 들안로 262, (수성동3가)",35.8533185,128.6172908,0,
871,라인정신건강의학과의원,053-719-0075,"대구광역시 달서구 구마로 258, 2~6층 (송현동)",35.8370393,128.5561483,0,
872,범어힐정신건강의학과의원,053-752-5575,"대구광역시 수성구 동대구로 278, 7층 701호 (범어동)",35.8551341,128.6259712,0,
873,오앤이정신건강의학과의원,053-623-0013,"대구광역시 남구 대명로 76, (대명동)",35.8389325,128.5659737,0,
874,경대마음정신건강의학과의원,053-621-6300,"대구광역시 남구 월배로 474, 2층 (대명동)",35.8352749,128.556279,0,
875,경대연합정신건강의학과의원,053-621-0077,"대구광역시 남구 월배로 468, 2층 (대명동, 한영유니죤빌딩)",35.8346017,128.5559907,0,
876,밝은정신건강의학과의원,053-752-5983,"대구광역시 수성구 달구벌대로 2570, 214호 (만촌동, 수성 아크로타워)",35.8584229,128.6440998,0,
877,만촌숲정신건강의학과의원,053-746-5252,"대구광역시 수성구 달구벌대로 2582, 2층 2호 (만촌동)",35.8585944,128.6451702,0,
878,류정신건강의학과의원,053-744-9975,"대구광역시 수성구 청호로 496, 2층 (만촌동)",35.8583828,128.6461531,0,
879,구자섭정신건강의학과의원,053-637-2727,"대구광역시 달서구 조암로 1, (월성동)",35.8257235,128.5296391,0,
880,신월성정신건강의학과의원,053-641-0114,"대구광역시 달서구 조암로 48, 원더풀스파랜드 3층 307호 (월성동)",35.8244232,128.5243968,0,
881,율하정신건강의학과의원,053-965-5552,"대구광역시 동구 안심로 58, 3층 302호 (율하동)",35.8698515,128.6918945,0,
882,효성신경정신과의원,053-654-6973,"대구광역시 달서구 월배로 400, (송현동)",35.8298834,128.551272,0,
883,경대제이정신건강의학과의원,053-633-6680,"대구광역시 달서구 월배로 219, 701호 (상인동, CENTRO TOWER)",35.819106,128.5370929,0,
884,인마인드정신건강의학과의원,053-782-0082,"대구광역시 수성구 청수로 133, 9층 (황금동)",35.8403364,128.6229008,0,
885,맘튼정신건강의학과의원,053-638-5575,"대구광역시 달서구 월배로 147, 3층 302호 (진천동)",35.8164075,128.5300541,0,
886,황금봄정신건강의학과의원,053-762-2510,"대구광역시 수성구 동대구로 111, 황금빌딩 2층 (황금동)",35.8402898,128.6235555,0,
887,월배정신건강의학과의원,053-636-0088,"대구광역시 달서구 월배로 113, 3층 (진천동)",35.814964,128.5268269,0,
888,김진성정신건강의학과의원,053-641-9666,"대구광역시 달서구 월배로 106, 2층 (진천동)",35.8142494,128.5261872,0,
889,반야월정신건강의학과의원,053-961-7292,"대구광역시 동구 안심로 368, 6층 (신서동, 남일빌딩)",35.8678287,128.7246224,0,
890,마음안심정신건강의학과의원,053-243-8079,"대구광역시 동구 안심로 366, 2층 (신서동)",35.8677351,128.7243485,0,
891,대구정신병원,053-630-3000,"대구광역시 달성군 화원읍 명천로 58, 대구광역시 시립희망원, 대구정신병원",35.805137,128.5099583,0,
892,장바오로정신건강의학과의원,053-794-8575,"대구광역시 수성구 달구벌대로 3169, 2층 (매호동)",35.8414849,128.7038207,0,
893,이재정정신건강의학과의원,053-783-7114,"대구광역시 수성구 지범로 181, (지산동)",35.8216881,128.6392933,0,
894,신홍식신경정신과의원,053-781-2466,"대구광역시 수성구 지범로 188, 402호 (범물동, 청구리빙월드)",35.8207946,128.6395144,0,
895,시지율정신건강의학과의원,053-792-7570,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 3층 303호 (신매동)",35.8403253,128.7052207,0,
896,배준철 정신건강의학과 의원,053-791-7877,"대구광역시 수성구 달구벌대로 3209, 3층 (신매동)",35.8402588,128.7079656,0,
897,강앤정신경과신경외과의원,053-795-8575,"대구광역시 수성구 달구벌대로 3206, 5층 (신매동, 창성빌딩)",35.8397449,128.7073381,0,
898,마음숲정신건강의학과의원,053-791-2242,"대구광역시 수성구 달구벌대로 3261, 5층 (신매동)",35.8379443,128.7129388,0,
899,에스엠정신건강의학과의원,053-611-0800,"대구광역시 달성군 유가읍 테크노상업로 120, 테크노폴리스 M스퀘어+ 402호",35.6930595,128.4628865,0,
900,늘행복정신건강의학과의원,053-553-7575,"대구광역시 달서구 와룡로 186, 401동 407호 (감삼동, 빌리브 스카이 주상복합)",35.8495867,128.5383368,0,
901,마인드랩공간정신건강의학과의원,053-427-0110,"대구광역시 중구 달구벌대로 2188, 3층 (대봉동)",35.8628184,128.602441,0,
902,배준용정신건강의학과의원,053-565-3920,"대구광역시 달서구 달구벌대로 1633, 5층 (감삼동)",35.853453,128.544869,0,
903,범어아이정신건강의학과의원,053-754-7585,"대구광역시 수성구 달구벌대로 2477, 2층 201호 (범어동)",35.8590947,128.6336257,0,
904,일곡정신건강의학과의원,062-572-1101,"광주광역시 북구 설죽로 517, 3층 305호 (일곡동)",35.2052999,126.8973041,0,
905,손정신건강의학과의원,062-571-3775,"광주광역시 북구 임방울대로 1063, 6층 (신용동)",35.2119311,126.8736129,0,
906,오늘은정신건강의학과의원,062-974-0300,"광주광역시 광산구 첨단중앙로 136, 첨단센츄럴빌딩 2층 209,210호 (월계동)",35.2172275,126.8426573,0,
907,해맑은정신건강의학과의원,062-264-7766,"광주광역시 북구 설죽로 342, 2층 (오치동)",35.1899767,126.8994212,0,
908,무등정신건강의학과의원,062-251-0075,"광주광역시 북구 동문대로 179, 3층 (두암동)",35.1783227,126.9288057,0,
909,화목한정신건강의학과의원,062-572-7579,"광주광역시 북구 설죽로315번길 1, 402호 (매곡동)",35.1875543,126.8982522,0,
910,표경식정신건강의학과의원,062-251-0396,"광주광역시 북구 동문대로 152, 3층 (두암동, 동강빌딩)",35.1760451,126.9279924,0,
911,양정신건강의학과의원,062-262-7575,"광주광역시 북구 동문대로 129, 4층 (우산동)",35.1746589,126.9260467,0,
912,제일정신건강의학과의원,062-268-7071,"광주광역시 북구 동문대로 123, 3층 (우산동)",35.1741436,126.9257264,0,
913,한빛정신건강의학과의원,062-515-7557,"광주광역시 북구 북문대로 133, 3층 301호 (운암동, 운현빌딩)",35.1808599,126.8735081,0,
914,고천석정신건강의학과의원,062-266-9555,"광주광역시 북구 필문대로 103, 2층 (풍향동)",35.1614933,126.9302462,0,
915,참사랑정신건강의학과의원,062-528-5775,"광주광역시 북구 북문대로 37, 5층 (운암동)",35.1748994,126.8812799,0,
916,위드정신건강의학과의원,062-954-8575,"광주광역시 광산구 임방울대로 372, 2층 (수완동)",35.1933524,126.824129,0,
917,수완봄정신건강의학과의원,062-962-3900,"광주광역시 광산구 장신로 144, 5층 (수완동)",35.1904364,126.8258781,0,
918,한음한방신경정신과한의원,062-953-9933,"광주광역시 광산구 장신로 144, 4층 (수완동)",35.1904364,126.8258781,0,
919,휴정신건강의학과의원,062-961-6677,"광주광역시 광산구 장신로 77, (장덕동, 세계로365병원)",35.1912399,126.818566,0,
920,문철훈신경정신과의원,062-523-7676,"광주광역시 북구 경열로 198, 3층 (유동)",35.1571154,126.9053997,0,
921,정인정신건강의학과의원,062-362-7575,"광주광역시 서구 무진대로 935, 3층 (광천동)",35.1619368,126.8827233,0,
922,신세계정신건강의학과의원,062-368-7070(1),"광주광역시 서구 죽봉대로 86, 3층 (농성동)",35.1609303,126.8838663,0,
923,밝은마음정신건강의학과의원,062-365-7114,"광주광역시 서구 죽봉대로 76, 5층 (농성동)",35.1600894,126.8837676,0,
924,삼성 봄 정신건강의학과의원,062-366-0521,"광주광역시 서구 죽봉대로 68, 6층 603호 (농성동)",35.1594504,126.8837249,0,
925,이정남신경정신과의원,062-232-0119,"광주광역시 동구 서남로 2, 2층 (서석동)",35.1454616,126.922104,0,
926,최영정신과의원,062-232-5442,"광주광역시 동구 제봉로 64, 4층 (남동)",35.1440822,126.9214579,0,
927,아이사랑정신건강의학과의원,062-228-7582,"광주광역시 동구 제봉로 52, (남동)",35.1430947,126.921035,0,
928,드림정신건강의학과의원,062-228-8880,"광주광역시 동구 제봉로 27, 3층 (학동)",35.141138,126.9211594,0,
929,광주정신건강의학과의원,062-364-0907,"광주광역시 서구 상무대로 1071, (화정동)",35.1527592,126.8790957,0,
930,윤정신건강의학과의원,062-710-4697,"광주광역시 광산구 임방울대로 138, 베스트원 빌딩 3층 301호 (운남동)",35.1734193,126.8180147,0,
931,이연정신건강의학과의원,062-954-1024,"광주광역시 광산구 용아로379번길 30, 4층 (하남동)",35.1770627,126.8025378,0,
932,로뎀정신건강의학과의원,062-375-2177,"광주광역시 서구 상무대로 992, 장성강정형외과 2층 (쌍촌동)",35.1513412,126.870403,0,
933,마음편한정신건강의학과의원,062-352-9597,"광주광역시 남구 대남대로 342, 3층 (월산동, 월산회관)",35.1422535,126.8932985,0,
934,한마음신경정신과의원,062-371-4328,"광주광역시 서구 상무대로 907, (쌍촌동)",35.1512876,126.8612589,0,
935,노임규정신건강의학과의원,062-225-6622,"광주광역시 서구 월드컵4강로 114, 6층 (화정동)",35.1468304,126.8725678,0,
936,봉선더숲정신건강의학과의원,062-368-7575,"광주광역시 남구 봉선중앙로 141, 4층 (봉선동)",35.1337034,126.9103534,0,
937,원정신건강의학과의원,062-371-5003,"광주광역시 서구 운천로 213, 3층 308호 (치평동, 스카이랜드)",35.1512145,126.8545323,0,
938,정맹환정신건강의학과의원,062-675-6450,"광주광역시 남구 독립로 20, (백운동)",35.1353532,126.9017223,0,
939,비슈정신건강의학과의원,062-361-7900,"광주광역시 서구 상무중앙로 58, 5층 (치평동)",35.1521051,126.848919,0,
940,필요한정신건강의학과의원,062-384-7572,"광주광역시 서구 상무중앙로 43, 3층 (치평동)",35.1510031,126.8478289,0,
941,한음한방신경정신과 한의원,062-716-7510,"광주광역시 서구 상무중앙로 42, 6층 (치평동, 오션2빌딩)",35.1505779,126.8489157,0,
942,봄날정신건강의학과의원,062-676-3336,"광주광역시 남구 대남대로 219, (주월동, 주월동 홀리어스 오피스텔)",35.1331091,126.9004997,0,
943,박앤박정신건강의학과의원,062-382-0080,"광주광역시 서구 상무대로 799, 3층 301호 (치평동)",35.1477835,126.8502268,0,
944,마음나눔 정신건강의학과의원,062-676-5566,"광주광역시 남구 제석로 110, 5층 (봉선동, 메가시티)",35.1242008,126.9075374,0,
945,아이나래정신건강의학과의원,062-653-4300,"광주광역시 남구 서문대로 704, 2층 (진월동)",35.1221708,126.8990239,0,
946,희망정신건강의학과의원,062-681-7582,"광주광역시 남구 서문대로701번길 2, 넥스타워 5층 (진월동)",35.1221211,126.8981048,0,
947,금호정신건강의학과의원,062-653-9595,"광주광역시 서구 금화로 96, 음성빌딩 4층 (금호동)",35.1319968,126.8591281,0,
948,피넬정신건강의학과의원,062-383-8575,"광주광역시 서구 금화로 23, 3층 (금호동)",35.1322539,126.8513926,0,
949,최정신건강의학과의원,062-942-3256,"광주광역시 광산구 상무대로 256, 송정빌딩 3층 (송정동)",35.1413395,126.7949016,0,
950,광주시립정신병원,062-949-5200,"광주광역시 광산구 삼도로 84-3, (삼거동)",35.1630553,126.6671025,0,
951,말바우잘자는정신건강의학과의원,062-261-8274,"광주광역시 북구 동문대로 79-1, 2층 201호 (우산동)",35.1715098,126.9227277,0,
952,이지선정신건강의학과의원,062-714-2140,"광주광역시 서구 풍암순환로 183, 117동 3층 302호 (풍암동, 우미광장아파트)",35.1268362,126.8812499,0,
953,한빛정신건강의학과의원,042-931-0100,"대전광역시 대덕구 신탄진로 822, (신탄진동)",36.4507686,127.4291619,0,
954,예사랑정신건강의학과의원,042-671-7500,"대전광역시 유성구 테크노4로 137, 웰스피아 2층 204호 (관평동)",36.422487,127.3879154,0,
955,내일봄정신건강의학과의원,042-721-7776,"대전광역시 유성구 엑스포로 488, 엑스포코아 5층 1-1-1-1호 (전민동)",36.4000141,127.4057196,0,
956,비엔엠정신과의원,042-635-3455,"대전광역시 대덕구 동춘당로94번길 11-7, 3층 303호 (송촌동, 광혜빌딩)",36.3658722,127.4396741,0,
957,미래정신건강의학과의원,042-636-8575,"대전광역시 대덕구 계족산로 2, 3층 (중리동)",36.361317,127.4320412,0,
958,이윤희정신건강의학과의원,042-710-7588,"대전광역시 동구 동서대로 1688, 빅플러스타워 6층 601호 (성남동)",36.3488949,127.437419,0,
959,마음편한정신건강의학과의원,042-628-7585,"대전광역시 동구 동서대로 1671, 4층 (용전동)",36.3489561,127.4353874,0,
960,서울정신건강의학과의원,042-489-7552,"대전광역시 서구 대덕대로 396, 4층 (만년동)",36.3682016,127.3799876,0,
961,노은정신건강의학과의원,042-826-1588,"대전광역시 유성구 반석로 16, 7,9층 (반석동)",36.3918614,127.3126642,0,
962,다정한정신과의원,042-624-8275,"대전광역시 동구 우암로 159, (성남동)",36.3405966,127.435061,0,
963,닥터오즈정신건강의학과의원,042-488-3367,"대전광역시 서구 청사로 121, (월평동)",36.3600497,127.3772719,0,
964,사회복지법인 성신원 동대전정신병원,042-272-8882,"대전광역시 동구 옥천로 315-0,  (삼정동)",36.3230134,127.4710687,0,
965,아름생각정신건강의학과의원,042-483-7577,"대전광역시 서구 둔산로123번길 21, 709호 (둔산동)",36.352251,127.3872557,0,
966,둔산힐정신건강의학과의원,042-719-1191,"대전광역시 서구 대덕대로 244, 건국타워 4층 403,404호 (둔산동)",36.3545213,127.3799843,0,
967,마음사랑정신건강의학과의원,042-483-1615,"대전광역시 서구 둔산로 134, 302호 (둔산동)",36.3509877,127.3886245,0,
968,이지브레인정신건강의학과의원,042-477-2701,"대전광역시 서구 둔산로 130, 406호 (둔산동, 대덕프라자)",36.3509828,127.3881385,0,
969,지정신건강의학과의원,042-484-6655,"대전광역시 서구 둔산중로 50, 4층 401호 (둔산동)",36.3510232,127.3872975,0,
970,한음한방신경정신과한의원,042-487-4834,"대전광역시 서구 둔산중로 46, 4층 (둔산동)",36.3505835,127.3870901,0,
971,안두원정신과의원,042-672-7500,"대전광역시 동구 계족로 174, 5층 (대동)",36.329484,127.4433669,0,
972,마음먼저정신건강의학과의원,042-710-1836,"대전광역시 서구 대덕대로 229, 명화빌딩 5층 일부호 (둔산동)",36.3533678,127.3789344,0,
973,어경선정신건강의학과의원,042-488-7100,"대전광역시 서구 둔산중로 38, 둔산메트로존 4층 401호 (둔산동)",36.3499644,127.3872537,0,
974,서울수정신건강의학과의원,042-477-7585,"대전광역시 서구 둔산남로 94, 로고스빌딩 803호 (탄방동)",36.3487348,127.3879316,0,
975,은빛사랑정신건강의학과의원,042-486-2800,"대전광역시 서구 월평중로 36, 5층 (월평동)",36.3579136,127.3641788,0,
976,휴정신건강의학과의원,042-485-5900,"대전광역시 서구 둔산로 52, 5층 (둔산동, 미라클빌딩)",36.3510636,127.3797129,0,
977,김선무정신건강의학과의원,042-226-8275,"대전광역시 동구 대전로 799, 2층 (중동)",36.3307838,127.4325446,0,
978,다솜정신건강의학과의원,042-487-3724,"대전광역시 서구 둔산로 34, 5층 (둔산동)",36.3513987,127.3775316,0,
979,김상국정신건강의학과의원,042-488-7002,"대전광역시 서구 대덕대로 202, 5층 (둔산동)",36.3508361,127.378641,0,
980,희망정신건강의학과의원,042-535-0778,"대전광역시 서구 대덕대로 199, 2층 (둔산동)",36.3510361,127.3777972,0,
981,로운정신건강의학과의원,042-488-2224,"대전광역시 서구 대덕대로 193, 3층 301호 (둔산동)",36.3505429,127.3774526,0,
982,성모정신건강의학과의원,042-254-7271,"대전광역시 동구 대전로 779, (원동)",36.3291499,127.4335151,0,
983,유성정신건강의학과의원,042-545-0075,"대전광역시 유성구 노은로 170, (지족동)",36.3748234,127.3184208,0,
984,삼성공감정신건강의학과의원,042-721-3456,"대전광역시 유성구 노은로 166, 계룡프라자 504호 (지족동)",36.3744585,127.3184161,0,
985,이연정신건강의학과의원,042-471-7788,"대전광역시 서구 계룡로553번안길 19, 3층 302호 (탄방동)",36.3461106,127.3862801,0,
986,해맑은정신건강의학과의원,042-487-7505,"대전광역시 서구 대덕대로 182, 4층 (둔산동)",36.349264,127.3776557,0,
987,아몬드정신건강의학과의원,042-721-8800,"대전광역시 서구 대덕대로175번길 16, 303,304호 (둔산동)",36.3496763,127.3763057,0,
988,나음정신건강의학과의원,042-472-2262,"대전광역시 서구 대덕대로 179, 801호 (둔산동)",36.3494046,127.3768209,0,
989,이봉희정신건강의학과의원,042-255-1515,"대전광역시 중구 중앙로 171, 4층 (은행동)",36.3298458,127.4283026,0,
990,김지웅.이정은정신건강의학과의원,042-484-0006,"대전광역시 서구 문정로 30, 6층 (탄방동, 한마음클리닉)",36.3463558,127.3828729,0,
991,예담정신건강의학과의원,042-282-3311,"대전광역시 동구 옥천로 183, 5층 (판암동)",36.3179242,127.4602549,0,
992,올리브정신건강의학과의원,042-826-7007,"대전광역시 유성구 노은로 144, 노은타운 2층 208호 (지족동)",36.3725132,127.3184983,0,
993,고려신경정신과의원,042-254-6311,"대전광역시 중구 대종로 504, 2층 (은행동)",36.3293274,127.4254905,0,
994,김완중정신건강의학과의원,042-255-8559,"대전광역시 중구 중앙로 149, 301호 (은행동, 한솔그린타워)",36.3290704,127.4260245,0,
995,소망정신건강의학과의원,042-255-6777,"대전광역시 중구 중앙로137번길 31, 지하1,1,3~5층 (선화동)",36.329416,127.4238539,0,
996,구정신건강의학과의원,042-532-7009,"대전광역시 서구 계룡로 599, MG한밭빌딩 4층 403호 (탄방동)",36.3412676,127.3901908,0,
997,탄방정신건강의학과의원,042-252-1523,"대전광역시 서구 계룡로 605, 메디칼센터상아빌딩 6층 605호 (탄방동)",36.3409344,127.3905607,0,
998,솔마음정신건강의학과의원,223-7582,"대전광역시 중구 대종로 485, 2층 (대흥동)",36.3276686,127.426192,0,
999,조현정신건강의학과의원,042-255-0009,"대전광역시 중구 대종로 472, 1~4층 (은행동)",36.3268728,127.4272346,0,
1000,세종정신과의원,042-256-2181,"대전광역시 중구 보문로 298, (선화동)",36.3289312,127.420738,0,
1001,우리집정신건강의학과의원,042-525-7552,"대전광역시 서구 계룡로 630, 2층 (용문동, 수정빌딩)",36.3390181,127.391936,0,
1002,李편한마음정신건강의학과의원,042-252-7582,"대전광역시 중구 대흥로 105, 3층 (대흥동)",36.3231509,127.4239141,0,
1003,중앙신경정신과의원,042-252-1849,"대전광역시 중구 동서대로 1319, (용두동)",36.3291084,127.4057115,0,
1004,하준수정신건강의학과의원,042-824-7505,"대전광역시 유성구 계룡로 150, 305호 (봉명동)",36.35179,127.3469003,0,
1005,청담정신건강의학과의원,042-863-8866,"대전광역시 유성구 계룡로 84, (봉명동, 레자미3차)",36.3537932,127.3399799,0,
1006,늘푸른정신건강의학과의원,042-710-3827,"대전광역시 유성구 도안대로 591, 4층 408호 (봉명동)",36.3531735,127.3407866,0,
1007,나라정신건강의학과의원,042-822-7581,"대전광역시 유성구 계룡로 32, (봉명동)",36.3554249,127.3346427,0,
1008,조용희신경정신과의원,042-254-8319,"대전광역시 중구 계룡로 845, (용두동)",36.3254834,127.4092626,0,
1009,지정신건강의학과의원,042-256-5551,"대전광역시 중구 중앙로 10, 2층 (문화동)",36.3224203,127.4135497,0,
1010,가오푸른정신건강의학과의원,042-285-2700,"대전광역시 동구 동구청로 95, 2층 201호 (가오동, 예시티)",36.3064929,127.456713,0,
1011,정광설정신건강의학과의원,042-532-7781,"대전광역시 중구 계백로 1717, 2층 (오류동)",36.3220255,127.4101601,0,
1012,이마음정신건강의학과의원,042-523-5972,"대전광역시 중구 계백로 1709, 301,302호 (오류동)",36.3218903,127.4090391,0,
1013,성모정신건강의학과의원,042-536-7533,"대전광역시 중구 동서대로 1218, 3층 (태평동)",36.3255391,127.3952896,0,
1014,우리다움정신건강의학과의원,042-585-1335,"대전광역시 중구 계백로 1622, (유천동)",36.3188403,127.4001729,0,
1015,버드내정신건강의학과의원,042-721-1400,"대전광역시 중구 계백로 1600, 3층 302호 (유천동)",36.3182203,127.3978419,0,
1016,도안숲정신건강의학과의원,042-823-7660,"대전광역시 서구 동서대로 682, 501~502호 (도안동)",36.3318241,127.3386415,0,
1017,유진호정신건강의학과의원,042-584-7979,"대전광역시 서구 도산로 46, (도마동)",36.3130074,127.3806289,0,
1018,우리정신건강의학과의원,042-528-7585,"대전광역시 서구 도산로 51, 302호 (도마동)",36.3134096,127.3795337,0,
1019,마음힐정신건강의학과의원,042-721-3900,"대전광역시 서구 도산로 45, 401호 (도마동)",36.3126819,127.3803022,0,
1020,웰컴정신건강의학과의원,042-543-4575,"대전광역시 서구 도안동로 3, 리더스프라자에이 201호 (가수원동)",36.3055523,127.3526723,0,
1021,공감더하기정신건강의학과의원,042-542-7503,"대전광역시 서구 계백로 1135, MK클리닉 404호 (가수원동)",36.3047704,127.3495016,0,
1022,관저정신건강의학과의원,042-541-7550,"대전광역시 서구 관저로 164, 5층 (관저동)",36.298735,127.3399952,0,
1023,위드유정신건강의학과의원,042-710-7526,"대전광역시 서구 계백로 900, 601~603호 (관저동)",36.2991675,127.324733,0,
1024,사회복지법인한마음 한마음정신병원,042-582-9700,"대전광역시 서구 삼보실길 123-0,  (장안동)",36.2245035,127.3341954,0,
1025,둔산숲정신건강의학과의원,042-721-9775,"대전광역시 서구 대덕대로176번길 9, 5층 일부호 (둔산동)",36.3486737,127.3776267,0,
1026,김준형정신건강의학과의원,052-254-7579,"울산광역시 울주군 언양읍 동문길 65, 65",35.5654061,129.1250377,0,
1027,울산숲정신건강의학과의원,052-281-7582,"울산광역시 북구 호계로 292, 3층 302호 (호계동)",35.6292198,129.3512801,0,
1028,원정신건강의학과의원,052-249-8070,"울산광역시 남구 북부순환도로 24, (무거동)",35.5515264,129.2664428,0,
1029,봄정신건강의학과의원,052-281-7900,"울산광역시 중구 번영로 580, 4층 401호 (남외동, SkyM빌딩)",35.5685691,129.3453715,0,
1030,한양정신과의원,052-244-9649,"울산광역시 중구 새즈믄해거리 6, (성남동)",35.555355,129.3204503,0,
1031,동해정신건강의학과의원,052-261-1020,"울산광역시 남구 중앙로 239, 4층 (신정동)",35.5420931,129.3110382,0,
1032,홍승범정신건강의학과의원,052-272-0069,"울산광역시 남구 삼산로 15, 5층 (신정동, 세안빌딩)",35.5330677,129.3095358,0,
1033,이창훈정신건강의학과의원,052-265-2051,"울산광역시 남구 대공원로 241, 4층 401호 (신정동, 대공원코오롱파크폴리스)",35.5309724,129.3073521,0,
1034,서울정신건강의학과의원,052-933-0250,"울산광역시 남구 삼산로 231, 울산 센트럴 자이 408ㅡ409호 (달동)",35.5386826,129.3327131,0,
1035,로뎀나무정신건강의학과의원,052-260-0023,"울산광역시 남구 삼산로 216, 7층 (달동, 인성빌딩)",35.5377737,129.3309397,0,
1036,더맑은정신건강의학과의원,052-708-1313,"울산광역시 남구 삼산로 247, 마마파파엔베이비빌딩 13층 02호 (달동)",35.5391017,129.3341147,0,
1037,권학수정신건강의학과의원,052-256-0875,"울산광역시 남구 삼산중로 67, 4층 (달동, 송호빌딩)",35.5395426,129.3350949,0,
1038,김지선정신건강의학과의원,052-265-3456,"울산광역시 남구 삼산중로 65, 4층 (달동, 제일빌딩)",35.5393185,129.3351135,0,
1039,한음 한방신경정신과 한의원,052-716-0004,"울산광역시 남구 삼산로 254, S타워 17층 (달동)",35.5385217,129.335013,0,
1040,미소마음정신건강의학과의원,052-266-5575,"울산광역시 남구 삼산로 266, 굿모닝클리닉 13층 1301호 (삼산동)",35.5387849,129.3362911,0,
1041,김재홍정신건강의학과의원,052-227-8664,"울산광역시 남구 삼산로 272, 201호 (삼산동, 프리던스빌딩)",35.5388969,129.3368838,0,
1042,송성환정신건강의학과의원,052-977-7888,"울산광역시 남구 삼산로 274, 5층 502호 (삼산동)",35.5389443,129.3371409,0,
1043,수앤미정신건강의학과의원,052-273-6075,"울산광역시 남구 수암로 108, 2층 (신정동)",35.5284968,129.3189902,0,
1044,해누리 정신건강의학과의원,052-257-5793,"울산광역시 남구 수암로 138, 701호 (야음동)",35.5270563,129.3219771,0,
1045,정원정신건강의학과의원,052-236-7575,"울산광역시 동구 방어진순환도로 651, 9층 (일산동)",35.5000159,129.4282112,0,
1046,오늘정신건강의학과의원,052-269-5579,"울산광역시 남구 삼산로 281, 8층 (삼산동)",35.5396876,129.3376525,0,
1047,여주정신건강의학과의원,031-886-6969,"경기도 여주시 세종로 11, (홍문동)",37.2966072,127.637305,0,
1048,삼성신경정신과의원,031-885-8857,"경기도 여주시 여흥로109번길 15, (창동)",37.2970355,127.6358928,0,
1049,양평정신건강의학과의원,031-775-7052,"경기도 양평군 양평읍 시민로 37, (양평읍)",37.4905873,127.4957359,0,
1050,현대정신과의원,031-636-7791,"경기도 이천시 이섭대천로 1218, (창전동)",37.2790235,127.4470384,0,
1051,하은정신건강의학과의원,638-8202,"경기도 이천시 중리천로 76, 3층 (중리동, 이천라온팰리스)",37.2785332,127.4458781,0,
1052,이천삼성정신건강의학과의원,031-631-6379,"경기도 이천시 중리천로 58, (중리동)",37.2796454,127.4441586,0,
1053,서울특별시 백암정신병원,031-332-3194,"경기도 용인시 처인구 백암면 용천로71번길 30, (백암면)",37.1221637,127.3648715,0,
1054,가인정신건강의학과의원,031-763-3267,"경기도 광주시 광주대로 31, GA타워 503, 504호 (경안동)",37.4093602,127.2602217,0,
1055,온마음정신건강의학과의원,031-766-2023,"경기도 광주시 중앙로 108, 6층 (경안동)",37.409396,127.2586852,0,
1056,성모정신건강의학과의원,031-763-2301,"경기도 광주시 광주대로55번길 21, 디에이치타워 3층 301,303호 (경안동)",37.4114494,127.258134,0,
1057,한울정신건강의학과의원,031-797-9114,"경기도 광주시 벼루개로 20, 5층 504,505호 (태전동)",37.3824884,127.2304057,0,
1058,서상훈정신건강의학과의원,031-336-0048,"경기도 용인시 처인구 금령로 116, (김량장동,7층)",37.2351994,127.209235,0,
1059,연세정신건강의학과의원,031-336-2290,"경기도 용인시 처인구 금령로 98, 3층 (김량장동, 제일빌딩)",37.235411,127.2070555,0,
1060,구름정신건강의학과의원,031-326-0381,"경기도 용인시 처인구 금령로 86, 204호, 1103호 (김량장동)",37.2350825,127.2058051,0,
1061,축령정신건강의학과의원,031-594-0304,"경기도 남양주시 화도읍 마석중앙로 56-6, 3층",37.6524701,127.3058174,0,
1062,루엔정신건강의학과의원,031-591-7575,"경기도 남양주시 화도읍 마석로17번길 24, 성지빌딩 3층 일부호",37.6542663,127.305803,0,
1063,마음평온정신건강의학과의원,031-8097-3133,"경기도 용인시 처인구 명지로60번길 8-14, 3층 304호 (역북동)",37.2322192,127.1880323,0,
1064,하나정신건강의학과의원,031-671-0075,"경기도 안성시 중앙로 370, (석정동)",37.0076411,127.2678542,0,
1065,마리정신과의원,031-793-2080,"경기도 하남시 신장로 156, 407호 (덕풍동, 하남프라자)",37.5399292,127.2019465,0,
1066,좋은하루정신건강의학과의원,031-693-8312,"경기도 용인시 기흥구 동백중앙로 273, 동백 훼미리프라자Ⅱ 3층 303호 (중동)",37.2770114,127.1534587,0,
1067,강혜영정신건강의학과의원,031-286-7705,"경기도 용인시 기흥구 동백중앙로 265, (중동, 더엠빌딩 304호 일부)",37.2763622,127.1526482,0,
1068,새로운경기도립정신병원,031-300-6200,"경기도 용인시 기흥구 중부대로 940, 새로운경기도립정신병원 (상하동)",37.2504431,127.1555927,0,
1069,용인정신병원,031-288-0114,"경기도 용인시 기흥구 중부대로 940, (상하동, 용인정신병원)",37.2504431,127.1555927,0,
1070,함께하는정신건강의학과의원,031-735-3975,"경기도 성남시 중원구 광명로 313, 이화빌딩 3층 (금광동)",37.4451487,127.1607052,0,
